date            rtn
20020131       0.114149
20020228      -0.184646
20020328       0.065149
20020430      -0.059191
20020531      -0.033904
20020628      -0.338523
20020731       0.028462
20020830      -0.111762
20020930      -0.166767
20021031       0.245500
20021129       0.208092
20021231      -0.254310
20030131       0.008349
20030228       0.100637
20030331      -0.056779
20030430       0.128378
20030530       0.134458
20030630      -0.000480
20030731       0.196060
20030829       0.149458
20030930      -0.037426
20031031       0.197311
20031128       0.018513
20031231      -0.044425
20040130      -0.047738
20040227      -0.041940
20040331      -0.068493
20040430      -0.054044
20040528       0.111154
20040630      -0.033275
20040730      -0.116667
20040831      -0.125102
20040930      -0.057774
20041029       0.109671
20041130       0.007188
20041231       0.045130
20050131      -0.040188
20050228       0.072160
20050331      -0.031680
20050429       0.012484
20050531       0.149660
20050630      -0.034866
20050729       0.043044
20050831      -0.049374
20050930      -0.041602
20051031      -0.046653
20051130       0.138723
20051230      -0.064468
20060131      -0.148438
20060228      -0.026111
20060331      -0.055340
20060428       0.026722
20060531      -0.093093
20060630       0.054384
20060731      -0.052632
20060831       0.092778
20060929       0.051099
20061031       0.037433
20061130       0.007263
20061229      -0.053517
20070131       0.035062
20070228      -0.047113
20070330      -0.036757
20070430       0.123889
20070531       0.036856
20070629       0.070334
20070731      -0.005051
20070831       0.094941
20070928       0.004272
20071031       0.040217
20071130      -0.026301
20071231       0.022239
20080131      -0.208552
20080229      -0.047517
20080331       0.060596
20080430       0.050991
20080530       0.047619
20080630      -0.073339
20080731       0.033054
20080829       0.036954
20080930      -0.181023
20081031      -0.144100
20081128      -0.130435
20081231       0.062319
