date            rtn
19730228      -0.035608
19730330       0.043210
19730430      -0.075444
19730531       0.062400
19730629       0.012085
19730731       0.020896
19730831       0.009064
19730928       0.040698
19731031      -0.033520
19731130      -0.093642
19731231      -0.001600
19740131      -0.025641
19740228       0.013980
19740329      -0.032573
19740430      -0.037037
19740531      -0.007867
19740628       0.040708
19740731      -0.115646
19740830      -0.072115
19740930      -0.183333
19741031       0.257653
19741129      -0.138945
19741231      -0.125592
19750131      -0.002710
19750228       0.181250
19750331      -0.055556
19750430       0.174020
19750530       0.103758
19750630       0.022814
19750731      -0.148699
19750829      -0.031223
19750930      -0.074830
19751031       0.129902
19751128       0.070933
19751231      -0.095723
19760130       0.128378
19760227      -0.080040
19760331       0.120087
19760430      -0.035088
19760528      -0.105253
19760630       0.011364
19760730       0.085393
19760831       0.030849
19760930       0.040404
19761029      -0.064078
19761130      -0.047925
19761231      -0.006579
19770131      -0.108168
19770228       0.018317
19770331      -0.017157
19770429      -0.032419
19770531      -0.001546
19770630       0.028646
19770729       0.015190
19770831       0.048379
19770930      -0.028777
19771031      -0.051852
19771130       0.016667
19771230       0.002584
19780131      -0.033505
19780228      -0.026667
19780331      -0.030471
19780428       0.168571
19780531       0.053790
19780630       0.030445
19780731       0.086364
19780831       0.046025
19780929      -0.060484
19781031      -0.019313
19781130       0.048140
19781229       0.063158
19790131      -0.017822
19790228      -0.081048
19790330       0.026608
19790430      -0.032397
19790531      -0.000446
19790629       0.018059
19790731      -0.057650
19790831       0.063059
19790928      -0.073826
19791031      -0.033816
19791130       0.004500
19791231       0.012594
19800131      -0.014925
19800229       0.024242
19800331      -0.005000
19800430       0.060302
19800530       0.041706
19800630      -0.020737
19800731       0.105882
19800829      -0.002979
19800930       0.030238
19801031      -0.062893
19801128       0.097539
19801231      -0.026804
19810130      -0.014831
19810227       0.092473
19810331       0.005976
19810430      -0.041584
19810529      -0.057851
19810630       0.022222
19810731      -0.056522
19810831      -0.039171
19810930      -0.026764
19811030      -0.007500
19811130       0.108312
19811231       0.004608
19820129       0.029817
19820226      -0.008018
19820331      -0.006834
19820430       0.006881
19820528      -0.049203
19820630       0.036496
19820730      -0.002347
19820831       0.172706
19820930       0.034553
19821029       0.143418
19821130       0.029897
19821231       0.011804
19830131       0.003333
19830228       0.049169
19830331       0.000000
19830429       0.088000
19830531       0.030294
19830630      -0.034582
19830729      -0.050746
19830831      -0.003774
19830930       0.060606
19831031       0.022556
19831130       0.017059
19831230      -0.036496
19840131      -0.060606
19840229      -0.016452
19840330      -0.034826
19840430       0.039519
19840531       0.001322
19840629       0.030050
19840731      -0.017828
19840831       0.100330
19840928      -0.083333
19841031       0.076033
19841130      -0.027957
19841231       0.004792
19850131       0.073132
19850228      -0.017778
19850329       0.003049
19850430      -0.063830
19850531      -0.014610
19850628       0.040000
19850731       0.025641
19850830      -0.032812
19850930      -0.006536
19851031       0.023026
19851129       0.096463
19851231       0.063704
19860131       0.012535
19860228       0.096561
19860331       0.065823
19860430      -0.004751
19860530       0.026492
19860630       0.066823
19860731      -0.024176
19860829       0.020495
19860930      -0.104561
19861031       0.085714
19861128       0.033410
19861231       0.041295
19870130       0.109325
19870227      -0.007304
19870331       0.014706
19870430      -0.012560
19870529       0.008258
19870630       0.108504
19870731       0.040564
19870831       0.089356
19870930       0.023474
19871030      -0.278287
19871130      -0.004831
19871231       0.105150
19880129      -0.060194
19880229      -0.016033
19880331      -0.025424
19880429       0.028261
19880531       0.053362
19880630       0.068826
19880729      -0.032197
19880831      -0.046497
19880930       0.066253
19881031      -0.056311
19881130       0.002551
19881230       0.026915
19890131       0.104839
19890228      -0.039781
19890331       0.028791
19890428       0.067164
19890531       0.026573
19890630      -0.024055
19890731       0.070423
19890831       0.048026
19890929      -0.049051
19891031      -0.046589
19891130       0.084119
19891229       0.034091
19900131      -0.018838
19900228       0.034944
19900330       0.015601
19900430      -0.024578
19900531       0.050142
19900629       0.048411
19900731       0.043290
19900831      -0.120553
19900928      -0.020635
19901031       0.024311
19901130       0.037722
19901231       0.055385
19910131      -0.010204
19910228       0.051900
19910328       0.000000
19910430       0.007062
19910531       0.077475
19910628      -0.017060
19910731      -0.062750
19910830      -0.001083
19910930       0.037410
19911031       0.009709
19911129      -0.038132
19911231       0.097983
19920131      -0.044619
19920228       0.008791
19920331      -0.024725
19920430       0.056338
19920529       0.028533
19920630       0.014379
19920731       0.030928
19920831      -0.007000
19920930       0.040609
19921030       0.003659
19921130      -0.000729
19921231      -0.013480
19930129      -0.026087
19930226       0.085000
19930331       0.037915
19930430       0.015982
19930528       0.022067
19930630      -0.043189
19930730      -0.027778
19930831       0.051952
19930930      -0.061574
19931029       0.008505
19931130       0.058602
19931231      -0.002294
19940131      -0.013793
19940228      -0.009277
19940331      -0.060498
19940429      -0.010101
19940531       0.049796
19940630      -0.026961
19940729       0.070529
19940831       0.045929
19940930       0.002268
19941031       0.002262
19941130      -0.066546
19941230       0.041463
19950131      -0.018735
19950228       0.054320
19950331       0.061644
19950428       0.025806
19950531       0.014172
19950630      -0.043750
19950731      -0.013072
19950831      -0.027020
19950929       0.032037
19951031       0.008869
19951130       0.157714
19951229       0.015296
19960131      -0.028249
19960229       0.016977
19960329      -0.007678
19960430       0.017408
19960531       0.045171
19960628       0.010989
19960731      -0.022691
19960830       0.065231
19960930       0.014545
19961031       0.094982
19961129       0.102979
19961231      -0.008955
19970131       0.027108
19970228       0.085396
19970331      -0.080163
19970430       0.028065
19970530       0.062126
19970630       0.112925
19970731      -0.073350
19970829      -0.045858
19970930       0.028512
19971031      -0.010142
19971128       0.070683
19971231      -0.157793
19980130       0.017517
19980227       0.028293
19980331       0.066667
19980430       0.037088
19980529      -0.012715
19980630      -0.112686
19980731      -0.085932
19980831      -0.080865
19980930       0.075730
19981030       0.080577
19981130       0.017896
19981231      -0.116460
19990129       0.091388
19990226      -0.038680
19990331      -0.044726
19990430       0.257951
19990528      -0.030225
19990630       0.013848
19990730       0.011503
19990831       0.080995
19990930       0.016534
19991029      -0.010410
19991130       0.011151
19991231       0.024199
20000131      -0.043423
20000229      -0.051883
20000331       0.004252
20000428      -0.021877
20000531      -0.003405
20000630      -0.037901
20000731       0.091667
20000831       0.039056
20000929      -0.020161
20001031       0.060357
20001130       0.039638
20001229       0.206508
20010131      -0.081743
20010228       0.024401
20010330      -0.078492
20010430       0.145428
20010531       0.001428
20010629      -0.037780
20010731      -0.019457
20010831      -0.064176
20010928      -0.054755
20011031       0.060772
20011130       0.103468
20011231       0.031681
20020131      -0.060993
20020228       0.068018
20020328      -0.024760
20020430       0.093818
20020531       0.001987
20020628      -0.019373
20020731       0.023008
20020830      -0.002066
20020930      -0.119888
20021031       0.154315
20021129       0.027808
20021231      -0.050443
20030131       0.010138
20030228       0.011883
20030331       0.037170
20030430      -0.030685
20030530       0.008648
20030630       0.019847
20030731       0.086990
20030829       0.020899
20030930      -0.030392
20031031       0.141885
20031128       0.006340
20031231       0.075784
20040130      -0.069858
20040227      -0.008977
20040331       0.049346
20040430       0.056309
20040528      -0.018039
20040630       0.064451
20040730      -0.084991
20040831       0.004371
20040930      -0.029019
20041029      -0.030011
20041130       0.030682
20041231       0.031160
20050131       0.027903
20050228       0.000000
20050331       0.020848
20050429      -0.107597
20050531       0.007846
20050630      -0.056751
20050729       0.037344
20050831      -0.045733
20050930       0.031061
20051031       0.035714
20051130       0.038431
20051230      -0.012487
20060131      -0.061290
20060228       0.017869
20060331       0.028537
20060428       0.128683
20060531      -0.015334
20060630      -0.034545
20060731      -0.128389
20060831       0.025000
20060929       0.037936
20061031       0.059393
20061130       0.039067
20061229      -0.043334
20070131      -0.046580
20070228       0.003499
20070330       0.031722
20070430       0.082952
20070531       0.068503
20070629      -0.013301
20070731       0.024542
20070831       0.028677
20070928       0.028465
20071031      -0.077153
20071130      -0.030338
20071231       0.012731
20080131      -0.055384
20080229      -0.009416
20080331       0.009566
20080430      -0.028427
20080530       0.015084
20080630      -0.102759
20080731       0.011496
20080829       0.024293
20080930      -0.045950
20081031      -0.058703
20081128       0.048678
20081231      -0.140296
