Date	rtn	vwretd	ewretd	sprtrn
19700722	-0.014549	0.001529	0.004624	0.000650
19700723	0.011811	0.012200	0.007404	0.012593
19700724	-0.012646	-0.001970	0.001645	-0.002308
19700727	-0.001970	-0.001621	0.001135	-0.002185
19700728	-0.001974	0.002954	0.004689	0.001545
19700729	-0.000989	0.004010	0.005648	0.003472
19700730	0.003960	0.000734	0.002174	0.000384
19700731	-0.000197	-0.000256	0.001584	-0.000256
19700803	-0.011893	-0.011819	-0.008653	-0.013197
19700804	0.004012	0.002112	-0.000417	0.002207
19700805	-0.001998	-0.000491	-0.000222	-0.000130
19700806	-0.005005	-0.001694	-0.004488	-0.001296
19700807	-0.012072	0.003037	0.002899	0.002595
19700810	-0.020367	-0.013927	-0.012697	-0.013975
19700811	-0.009356	-0.005434	-0.007310	-0.004987
19700812	-0.032004	-0.004501	-0.003420	-0.005276
19700813	-0.033062	-0.008659	-0.006940	-0.008751
19700814	0.030830	0.004214	0.000990	0.005618
19700817	0.023382	0.001740	-0.001913	0.001995
19700818	0.019129	0.010721	0.006791	0.011549
19700819	0.000000	0.009411	0.005146	0.009974
19700820	0.020855	0.007566	0.001663	0.008836
19700821	0.018386	0.020879	0.017649	0.020608
19700824	0.054162	0.023670	0.026813	0.022085
19700825	0.004757	0.003943	0.010551	0.001605
19700826	-0.000947	0.003281	0.014907	0.001109
19700827	0.005687	-0.000936	0.004590	-0.001601
19700828	0.022620	0.010095	0.015838	0.009620
19700831	-0.018433	-0.003267	0.004026	-0.004153
19700901	-0.008920	-0.006034	-0.004734	-0.006992
19700902	0.000474	0.000110	0.001845	0.000124
19700903	0.021780	0.014842	0.016070	0.013958
19700904	0.008341	0.010800	0.016839	0.009014
19700908	0.011029	0.003839	0.007609	0.002535
19700909	-0.007273	-0.002586	0.000468	-0.003011
19700910	-0.017399	-0.005566	-0.001588	-0.005919
19700911	0.001864	0.003723	0.012295	0.002673
19700914	-0.010233	-0.004785	-0.002325	-0.005453
19700915	0.001410	-0.009554	-0.011910	-0.008651
19700916	0.017363	0.005965	0.008350	0.005285
19700917	0.020295	0.008381	0.013132	0.006113
19700918	0.013562	0.004582	0.010300	0.004010
19700921	-0.016949	-0.008004	-0.006680	-0.008594
19700922	-0.008167	-0.003281	-0.004190	-0.003052
19700923	0.028362	0.013467	0.014799	0.014328
19700924	0.026690	0.014618	0.024828	0.013039
19700925	0.000000	0.001850	0.007932	0.000715
19700928	0.005199	-0.000453	0.005713	-0.001310
19700929	0.006034	0.006009	0.012766	0.005247
19700930	0.000000	-0.000781	0.003542	-0.001068
19701001	0.017995	0.001389	0.000404	0.001306
19701002	0.007576	0.010870	0.012487	0.009962
19701005	0.025063	0.014690	0.012562	0.015383
19701006	0.001222	0.002339	-0.002236	0.004395
19701007	-0.004477	-0.000106	0.000951	0.000461
19701008	-0.024530	-0.011245	-0.011869	-0.010818
19701009	-0.007125	-0.009313	-0.007703	-0.010122
19701012	-0.019840	-0.009741	-0.008899	-0.010696
19701013	0.006029	-0.002146	-0.003112	-0.001307
19701014	-0.001712	0.001531	-0.000761	0.001547
19701015	0.005146	0.004294	0.001812	0.005464
19701016	-0.007679	-0.005698	-0.010067	-0.004371
19701019	-0.021496	-0.013716	-0.017208	-0.013408
19701020	0.023286	0.005594	-0.000309	0.005893
19701021	-0.007729	-0.000530	-0.002146	0.000239
19701022	-0.003029	-0.004130	-0.006066	-0.003347
19701023	0.024306	0.004982	0.003292	0.004677
19701026	-0.017797	-0.005041	-0.004173	-0.005491
19701027	0.004314	-0.002732	-0.005484	-0.002281
19701028	0.018900	0.003058	-0.002069	0.003730
19701029	0.006745	-0.001735	-0.004752	-0.000839
19701030	-0.011055	-0.000603	-0.003001	-0.001320
19701102	0.019558	0.003598	0.000414	0.003123
19701103	-0.012093	0.008719	0.009791	0.008502
19701104	0.000422	0.002214	0.000248	0.002019
19701105	-0.012236	-0.001649	-0.004065	-0.003436
19701106	0.004699	0.001097	-0.001306	0.001427
19701109	0.011905	0.005170	0.003134	0.005343
19701110	0.005042	0.001617	0.000546	0.001417
19701111	-0.005853	0.003074	0.003602	0.002831
19701112	-0.000421	-0.011068	-0.015766	-0.010349
19701113	-0.013462	-0.009395	-0.011341	-0.009269
19701116	0.000426	-0.001385	-0.005697	-0.001559
19701117	-0.001279	0.000824	-0.001494	0.001201
19701118	-0.008109	-0.007519	-0.013189	-0.006599
19701119	0.001721	0.001180	-0.003284	0.001449
19701120	0.018900	0.009683	0.006157	0.009770
19701123	0.008432	0.006372	0.003161	0.006211
19701124	0.003344	0.006127	0.002591	0.006410
19701125	-0.003333	0.004692	0.003508	0.003657
19701127	0.031773	0.010012	0.008334	0.009872
19701130	-0.004052	0.016698	0.021276	0.014779
19701201	0.002441	0.003059	0.004642	0.003096
19701202	0.019481	0.012166	0.009477	0.011547
19701203	-0.007962	0.004659	0.005459	0.004747
19701204	0.000803	0.005921	0.005050	0.006299
19701207	0.013633	0.005818	0.005361	0.005366
19701208	0.000791	-0.004887	-0.006604	-0.005226
19701209	0.003162	0.000366	-0.001864	0.000782
19701210	0.000788	0.003534	0.002139	0.004244
19701211	-0.001575	0.003886	0.005151	0.003781
19701214	-0.019716	-0.005731	-0.008534	-0.005096
19701215	0.000805	-0.001457	-0.003906	-0.001559
19701216	0.006431	0.001227	0.000192	0.000669
19701217	0.000000	0.003224	0.003719	0.003567
19701218	0.007987	0.002381	0.004086	0.001999
19701221	0.005547	-0.002625	-0.000853	-0.003104
19701222	-0.003940	0.001325	0.002923	0.001112
19701223	-0.011076	0.001690	0.006430	0.000666
19701224	0.008000	0.006854	0.017141	0.005660
19701228	0.011111	0.005500	0.007854	0.005297
19701229	0.005495	0.011284	0.016436	0.010868
19701230	-0.002342	0.001899	0.004412	0.002063
19701231	-0.005477	-0.000804	0.004212	-0.001301
19710104	-0.014949	-0.009419	-0.000806	-0.010852
19710105	0.010383	0.008244	0.014740	0.007131
19710106	0.005534	0.007569	0.016916	0.005991
19710107	-0.005503	0.000709	0.004910	0.000325
19710108	-0.005534	-0.001082	0.000702	-0.002057
19710111	-0.006359	-0.000889	0.002636	-0.002278
19710112	0.010400	0.009861	0.015393	0.008045
19710113	-0.000396	-0.000679	0.003914	-0.001726
19710114	-0.003564	0.003109	0.004841	0.002593
19710115	-0.014308	0.003152	0.008760	0.002478
19710118	0.005645	0.003571	0.008259	0.004085
19710119	0.003208	0.003151	0.003736	0.003747
19710120	0.006395	0.000952	0.004283	0.000213
19710121	0.002383	0.004824	0.007796	0.004372
19710122	0.003170	0.006725	0.007492	0.007326
19710125	0.016588	0.004765	0.009178	0.004216
19710126	0.013209	0.002928	0.006277	0.003254
19710127	-0.010736	-0.007022	-0.006868	-0.007323
19710128	-0.015504	0.003853	0.008716	0.003372
19710129	0.025197	0.006744	0.010034	0.007037
19710201	0.005376	0.006799	0.015069	0.005632
19710202	0.001528	0.000694	0.003130	0.000104
19710203	0.002670	0.003095	0.010151	0.002074
19710204	0.005706	0.001727	0.004524	-0.000103
19710205	0.022088	0.004561	0.007469	0.003208
19710208	0.012630	0.006017	0.013301	0.005365
19710209	-0.006603	-0.000209	0.000097	0.000616
19710210	-0.003693	-0.000792	-0.002075	-0.001231
19710211	0.004448	0.005158	0.008117	0.005339
19710212	0.002214	0.005964	0.010157	0.005311
19710216	0.006259	0.002556	0.005792	0.002337
19710217	-0.015002	-0.004444	-0.003933	-0.004662
19710218	-0.021545	-0.006688	-0.007984	-0.006517
19710219	-0.003037	-0.009063	-0.014160	-0.008405
19710222	0.006855	-0.010391	-0.016747	-0.010544
19710223	0.014372	0.005327	0.008256	0.003865
19710224	0.008949	0.007343	0.012611	0.006660
19710225	-0.012565	0.001649	0.001634	0.001964
19710226	0.007485	-0.002286	-0.005022	-0.001754
19710301	0.007429	0.003142	0.003737	0.002584
19710302	-0.002950	0.000543	0.002969	-0.000206
19710303	-0.002219	0.000277	0.001757	-0.000309
19710304	0.010378	0.010583	0.012430	0.010005
19710305	0.013940	0.010727	0.013483	0.010621
19710308	0.008683	0.004856	0.009712	0.004244
19710309	0.001435	0.001664	0.003931	0.000805
19710310	-0.000716	-0.001047	-0.000332	-0.001609
19710311	-0.002867	-0.000092	-0.001543	0.000906
19710312	0.017973	0.001690	0.000363	0.001811
19710315	0.026836	0.011371	0.012074	0.011449
19710316	-0.002751	0.004799	0.003230	0.004965
19710317	0.002759	0.000264	-0.000448	-0.000889
19710318	-0.006878	0.001216	0.003423	0.000692
19710319	-0.001039	-0.001629	-0.002415	-0.001779
19710322	-0.005893	-0.003795	-0.005072	-0.003861
19710323	-0.007671	-0.003109	-0.002516	-0.003379
19710324	-0.002108	-0.005728	-0.005690	-0.006582
19710325	0.002817	0.000277	-0.000514	-0.000100
19710326	0.005618	0.003929	0.005692	0.003413
19710329	-0.004190	0.000963	0.000264	0.000800
19710330	0.001403	0.002185	0.000362	0.002299
19710331	0.001401	0.001241	0.003332	0.000499
19710401	-0.004196	0.000741	0.000362	0.000798
19710402	0.005618	0.002131	0.003249	0.001693
19710405	0.007682	0.001898	0.001359	0.002287
19710406	0.001040	0.005980	0.004054	0.007144
19710407	-0.000346	0.004345	0.004849	0.004630
19710408	-0.011773	0.001526	0.002058	0.001177
19710412	0.000701	0.006853	0.003512	0.007640
19710413	0.002801	0.000549	0.000287	0.000972
19710414	0.002095	0.003648	0.004252	0.003787
19710415	-0.006969	0.001503	0.001136	0.001451
19710416	-0.011930	0.000113	0.001481	-0.000290
19710419	0.005682	0.004077	0.002709	0.005025
19710420	0.005650	-0.004705	-0.007393	-0.003846
19710421	-0.008427	-0.002433	-0.001718	-0.002413
19710422	-0.002833	0.002576	0.002792	0.001935
19710423	0.008523	0.004991	0.005526	0.004732
19710426	0.002817	0.000125	0.002743	-0.001057
19710427	0.005618	0.004420	0.004226	0.004329
19710428	0.009078	0.003288	0.003618	0.003640
19710429	0.002076	-0.002336	-0.004469	-0.001336
19710430	-0.011740	-0.006378	-0.005779	-0.006499
19710503	-0.012579	-0.005664	-0.004622	-0.006349
19710504	0.000708	0.005786	0.006777	0.004841
19710505	-0.001414	-0.000205	-0.000904	-0.000096
19710506	-0.003541	-0.005595	-0.009236	-0.005300
19710507	-0.009808	-0.003123	-0.005059	-0.003487
19710510	-0.006484	-0.004755	-0.005856	-0.004958
19710511	-0.007252	0.003133	0.002519	0.002540
19710512	0.000730	0.002707	0.001046	0.002729
19710513	-0.006569	-0.001707	-0.001708	-0.002041
19710514	-0.013960	-0.004182	-0.002846	-0.004674
19710517	-0.004471	-0.015167	-0.016910	-0.014871
19710518	0.011976	0.000831	-0.001104	0.001390
19710519	0.011834	0.002422	0.001992	0.002380
19710520	0.017544	0.002608	0.002918	0.002375
19710521	-0.011494	-0.003283	-0.003313	-0.003159
19710524	-0.008721	-0.008015	-0.008079	-0.008516
19710525	-0.011730	-0.006222	-0.007604	-0.006591
19710526	0.000742	0.001593	0.000739	0.001206
19710527	-0.009637	-0.000991	-0.001401	-0.001908
19710528	-0.020958	0.002846	0.003554	0.002314
19710601	0.005352	0.006203	0.004126	0.005721
19710602	-0.006844	0.008374	0.008321	0.007585
19710603	-0.016080	0.002026	0.004972	0.000495
19710604	0.009339	0.002680	0.002174	0.002871
19710607	-0.020046	-0.001298	-0.000669	-0.001579
19710608	-0.016522	-0.007663	-0.007969	-0.008108
19710609	0.018400	-0.000440	-0.003669	-0.000299
19710610	0.010212	0.002965	0.001298	0.003490
19710611	0.009331	0.003488	0.000856	0.004273
19710614	-0.018105	-0.007830	-0.008359	-0.008410
19710615	0.009023	0.000235	-0.003529	0.000998
19710616	0.006221	0.001684	-0.000311	0.001994
19710617	-0.007728	-0.000197	-0.001551	-0.000199
19710618	-0.017134	-0.014834	-0.016541	-0.015224
19710621	-0.004754	-0.011770	-0.015118	-0.011114
19710622	0.002389	-0.002654	-0.004946	-0.002861
19710623	0.001589	0.008747	0.008772	0.008403
19710624	-0.007137	-0.001639	0.000279	-0.002439
19710625	-0.005591	-0.001923	-0.000784	-0.001834
19710628	0.001606	-0.002347	-0.002455	-0.002551
19710629	0.007217	0.011233	0.011133	0.011050
19710630	0.009554	0.009344	0.009761	0.008905
19710701	0.002366	0.001055	0.001298	0.000802
19710702	0.003934	0.000654	0.001419	0.000000
19710706	-0.007837	0.000870	0.002647	-0.000200
19710707	-0.015798	0.003733	0.005608	0.002807
19710708	-0.000803	0.003509	0.002148	0.002999
19710709	0.015261	0.003400	0.003873	0.003488
19710712	-0.003165	0.001173	0.000084	0.001291
19710713	-0.041270	-0.012598	-0.011464	-0.013093
19710714	-0.006623	-0.001580	-0.001177	-0.002814
19710715	-0.006667	0.000563	0.001346	0.000605
19710716	-0.011745	-0.001667	-0.001391	-0.001712
19710719	0.006791	-0.002099	-0.003692	-0.001816
19710720	0.008432	0.003868	0.001991	0.003942
19710721	0.009197	-0.000478	-0.001550	-0.000403
19710722	-0.007457	-0.002214	-0.003593	-0.001712
19710723	-0.005008	-0.001432	-0.001877	-0.001715
19710726	-0.004195	-0.003101	-0.004514	-0.002729
19710727	-0.013479	-0.009561	-0.011970	-0.009020
19710728	0.023057	-0.008094	-0.010140	-0.007261
19710729	-0.009182	-0.012548	-0.017755	-0.010817
19710730	-0.018534	-0.004472	-0.004941	-0.004582
19710802	0.008584	0.005307	0.009392	0.003976
19710803	-0.012766	-0.016479	-0.021523	-0.015110
19710804	-0.010345	-0.005796	-0.006181	-0.006560
19710805	0.000000	0.002913	0.001868	0.002130
19710806	-0.000697	0.002738	0.002920	0.001701
19710809	-0.005254	-0.007287	-0.008539	-0.007639
19710810	0.007042	0.000164	-0.003136	0.000107
19710811	0.018357	0.012304	0.011407	0.011973
19710812	0.018884	0.014357	0.015398	0.014156
19710813	-0.005897	-0.002764	-0.000970	-0.003229
19710816	0.064407	0.036012	0.046163	0.032083
19710817	0.005573	0.006490	0.009091	0.012454
19710818	-0.017419	-0.012930	-0.011323	-0.013901
19710819	-0.010475	-0.004441	-0.005312	-0.004462
19710820	0.006515	0.001845	0.001074	0.001732
19710823	0.018608	0.008987	0.004696	0.010272
19710824	0.011120	0.009503	0.005815	0.010670
19710825	-0.010998	0.001096	0.001598	0.000100
19710826	-0.002383	-0.001061	-0.000805	-0.001693
19710827	0.004777	0.002568	0.003119	0.002394
19710830	-0.017036	-0.008725	-0.005308	-0.009554
19710831	-0.019750	-0.004558	-0.003844	-0.004924
19710901	-0.008224	0.000579	0.002084	0.000404
19710902	-0.006633	0.002678	0.004195	0.002221
19710903	0.027546	0.013919	0.015192	0.014100
19710907	0.007311	0.005143	0.006934	0.004568
19710908	0.001613	0.002112	0.002376	0.001878
19710909	-0.013285	-0.004644	-0.002221	-0.005329
19710910	-0.003672	-0.003325	-0.002051	-0.003770
19710913	-0.017199	-0.003241	-0.003456	-0.003485
19710914	-0.000833	-0.007380	-0.007023	-0.007295
19710915	0.010842	0.003795	0.001283	0.004329
19710916	-0.006601	-0.001561	-0.001349	-0.001103
19710917	-0.000831	0.003084	0.003212	0.003010
19710920	0.010806	-0.003017	-0.004567	-0.002801
19710921	0.004934	-0.002989	-0.003059	-0.003411
19710922	0.007365	-0.008734	-0.010681	-0.008758
19710923	-0.008936	-0.000919	-0.002745	-0.000914
19710924	-0.000820	-0.001671	0.000963	-0.002338
19710927	-0.002871	-0.005621	-0.006669	-0.005400
19710928	0.001234	0.001900	0.000423	0.002663
19710929	-0.004930	0.000282	0.000841	0.000204
19710930	0.003303	0.004852	0.004129	0.004494
19711001	0.007407	0.006341	0.006921	0.006000
19711004	0.001634	0.002867	0.002406	0.002830
19711005	0.004078	-0.000973	-0.002474	-0.001008
19711006	0.004062	0.007406	0.007078	0.007164
19711007	-0.001618	0.002216	0.003861	0.002004
19711008	-0.012156	-0.005967	-0.004599	-0.006599
19711011	0.003281	-0.002056	-0.001300	-0.002013
19711012	0.030662	0.003256	0.002055	0.004135
19711013	-0.018643	-0.004932	-0.003557	-0.005423
19711014	-0.004850	-0.008992	-0.011232	-0.009088
19711015	0.003249	-0.003800	-0.003866	-0.003465
19711018	-0.008097	-0.004992	-0.005503	-0.004499
19711019	0.008980	-0.004064	-0.007368	-0.003595
19711020	-0.012945	-0.013566	-0.014871	-0.013918
19711021	-0.003279	0.000090	-0.000244	-0.000523
19711022	-0.007813	-0.000399	0.000296	-0.000941
19711025	0.001243	-0.004192	-0.005215	-0.004293
19711026	-0.009934	-0.005019	-0.009337	-0.003785
19711027	-0.006689	-0.010601	-0.015088	-0.010027
19711028	0.004209	0.001351	-0.000950	0.001813
19711029	0.007544	0.004897	0.006595	0.002874
19711101	-0.027038	-0.014762	-0.015553	-0.015176
19711102	0.010688	0.002890	-0.001650	0.004095
19711103	0.025381	0.017136	0.014245	0.018566
19711104	-0.009076	0.000420	0.001465	-0.001264
19711105	0.003497	-0.002720	-0.004662	-0.003481
19711108	-0.002500	-0.000827	-0.003259	-0.000741
19711109	-0.000835	0.000923	-0.000856	0.000742
19711110	-0.005853	-0.011057	-0.012682	-0.011116
19711111	-0.016821	-0.013561	-0.013843	-0.013810
19711112	0.006843	-0.000356	-0.000632	0.000000
19711115	0.000000	-0.003305	-0.002755	-0.003365
19711116	0.026338	0.009296	0.004833	0.009803
19711117	-0.003311	0.000964	-0.002303	0.001510
19711118	-0.020764	-0.007455	-0.009089	-0.007754
19711119	-0.004241	-0.005948	-0.009801	-0.005644
19711122	-0.005963	-0.009819	-0.015357	-0.008951
19711123	-0.004284	-0.007939	-0.015588	-0.006939
19711124	0.004303	0.001971	0.002665	0.001886
19711126	0.023993	0.018340	0.018796	0.017824
19711129	0.011715	0.018154	0.026232	0.015989
19711130	0.010753	0.007362	0.010974	0.006209
19711201	0.013912	0.017491	0.019860	0.016491
19711202	-0.000807	0.002983	0.002884	0.003140
19711203	0.037157	0.011949	0.013181	0.012730
19711206	-0.024143	-0.004330	0.000311	-0.005667
19711207	0.011971	0.004606	0.004134	0.003730
19711208	-0.011041	0.001619	0.003121	0.000516
19711209	0.012759	0.000268	0.001368	0.000413
19711210	0.022047	0.008216	0.012481	0.007529
19711213	-0.000770	0.003959	0.007121	0.002866
19711214	-0.013107	-0.003807	-0.005047	-0.003062
19711215	0.022266	0.008256	0.006761	0.008908
19711216	0.036301	0.011187	0.009636	0.012178
19711217	0.000000	0.005260	0.006911	0.005214
19711220	0.007375	0.012602	0.012793	0.012867
19711221	0.013177	0.002443	0.001057	0.002462
19711222	-0.013728	-0.005525	-0.002741	-0.006090
19711223	-0.015385	-0.004247	-0.002937	-0.004349
19711227	-0.007440	0.001687	-0.000829	0.002085
19711228	0.017241	0.009273	0.006284	0.009906
19711229	-0.006632	0.003196	0.006102	0.002550
19711230	-0.005935	-0.003339	-0.000125	-0.004207
19711231	0.004478	0.004205	0.014314	0.003046
19720103	-0.010401	-0.003310	0.006516	-0.004114
19720104	0.021021	0.004103	0.007974	0.004131
19720105	0.002941	0.009874	0.017218	0.009599
19720106	0.000000	0.004760	0.011361	0.004269
19720107	-0.006598	0.000322	0.005153	-0.000386
19720110	-0.002214	-0.000182	0.006470	-0.001450
19720111	0.008876	0.003931	0.010085	0.003194
19720112	0.003666	-0.000476	0.000030	-0.000579
19720113	-0.003652	-0.005819	-0.005570	-0.005792
19720114	0.026393	0.004211	0.007496	0.003884
19720117	-0.001429	0.003224	0.007672	0.002998
19720118	0.000000	0.004117	0.006456	0.003375
19720119	0.010730	-0.001374	-0.000952	-0.001634
19720120	0.029016	-0.000770	-0.002138	0.000000
19720121	0.013067	-0.001763	0.000144	-0.002214
19720124	-0.021045	-0.010601	-0.009526	-0.010420
19720125	0.015257	0.001493	0.000427	0.002047
19720126	0.007514	-0.001439	0.001509	-0.002724
19720127	-0.001356	0.010962	0.015789	0.009756
19720128	0.000000	0.007529	0.010760	0.006377
19720131	-0.000679	-0.000461	0.004290	-0.002112
19720201	0.002717	0.001664	0.004894	0.000673
19720202	0.012195	0.005942	0.009593	0.006442
19720203	0.002945	-0.000261	-0.001446	-0.000382
19720204	-0.009377	0.003635	0.004687	0.002102
19720207	-0.003381	-0.003196	-0.001086	-0.003052
19720208	0.010176	0.001535	0.000519	0.001913
19720209	0.004030	0.007150	0.006775	0.007733
19720210	-0.004682	0.000311	0.001121	0.000379
19720211	0.004704	-0.003936	-0.002303	-0.004830
19720214	-0.012709	-0.004062	-0.002274	-0.004663
19720215	0.002033	0.004653	0.005428	0.004207
